525714904543	5257149045432792519079400711150478537803
661011433404214473683453638496544701067	6610114334042144736834536384965447010678
maen	maenads
thick	thickly
rivalry	rivalry
78331513186758915668	7833151318675891566830067921021594733685
9808095	9808095230775693588516160277195214889983
753163055654440793427876550267301214578	7531630556544407934278765502673012145783
1178	1178936752146022386905665481382858280449
bureauc	bureaucracy
nightfal	nightfall
104655	1046554389165150954187306071015034430609
33639214994419371702685762222	3363921499441937170268576222251074166230
alche	alchemists
fools	fools
lying	lying
curti	curtis
mada	madame
6418137305837933	6418137305837933236150599142045255880213
tranquillit	tranquillity
made	made
49820	4982076074782702588614099760507880367067
78229768	7822976841001176579870981857251313722677
4557855	4557855898773008703234726418384831040394
chipper	chipper
23215	2321548960628177943022686405795558457306
498861657094846665770674	4988616570948466657706745770002071443325
madm	madman
sjuri	sjurist
48356269616619805725266122067975406210	4835626961661980572526612206797540621062
statemen	statements
dod	dodson
17851294305	1785129430593232816058265356238481641921
561873857836	5618738578364475844842355558105002561149
_love	_love_
796814848823429320230121280323	7968148488234293202301212803232746039221
2245368937	2245368937187145156739473344044728045095
12567	1256703078718851093363444801496752406185
dol	dollars
62486164093864525217	6248616409386452521779352899475784962552
discredi	discredit
strok	stroking
5322613212098258391805383	5322613212098258391805383608141447913203
dot	dotted
unenforce	unenforceability
57329266461640	5732926646164022797911959752485253003767
9014292858678172404424804932	9014292858678172404424804932375033095700
862427986411437928435620575955500144	8624279864114379284356205759555001443080
pouri	pouring
knowl	knowledge
0476703386641002527727680088638326662	0476703386641002527727680088638326662948
poure	poured
nurse	nursery
3345637325956725335431617158653333	3345637325956725335431617158653333984332
palis	palisades
2968315635814542089054065122641916	2968315635814542089054065122641916201550
25859	2585985991238439935755732850286131559703
61244026868339555870607758169954	6124402686833955587060775816995439846956
nursi	nursing
broug	brought
0099889317815313946681	0099889317815313946681882028368363373822
24764273954019094035844372519	2476427395401909403584437251915352134557
barefoote	barefooted
871460317539966687747796012179068862331	8714603175399666877477960121790688623311
shone	shone
inexpedient	inexpedient
crouched	crouched
511552124688935873	5115521246889358732898783362678193617640
0703403240133480638851409576955714719036	0703403240133480638851409576955714719036
4021962955724793298713285247999463	4021962955724793298713285247999463893892
stinging	stinging
813955990	8139559900673764829224437528718462457803
7348915189	7348915189650027442328981181709248273610
orcha	orchard
main	mainz
sadness	sadness
936711640477	9367116404777559854812639075047472950126
2251559647040612970477598185518784414	2251559647040612970477598185518784414199
12516	1251617607899846301034934969814942610553
expectanc	expectancy
6875292113593222026	6875292113593222026568185641826082753879
4818176786777215279	4818176786777215279827025011719581657760
13402305455081139023676803	1340230545508113902367680386497238999242
intensive	intensive
evide	evidently
dro	drowsy
350394353183674105176256570479	3503943531836741051762565704797064478004
117272115551948668	1172721155519486685080036853228183152196
427372	4273726937288386902125284843370917479603
71922822830451691113636527745179758	7192282283045169111363652774517975842147
coordinat	coordinator
57499849339203931744540261666367464666	5749984933920393174454026166636746466687
broom	brooms
exceedin	exceedingly
deposito	depository
ogno	ognor
61326418823586036569054	6132641882358603656905477334307091175915
532261321209825839180538360814144	5322613212098258391805383608141447913203
orchi	orchids
688027220523386003728429031	6880272205233860037284290315582845459385
shadder	shadders
5570835	5570835998154489128686348072071006178705
52536330	5253633041069203370469109309758878293829
78210374073307681843304	7821037407330768184330408936244605767060
pocketfu	pocketful
twas	twas
evian	evian
evangeli	evangelizing
776256	7762567862769469947280606094290314917493
66111042	6611104276719364818363605341087489710668
896715766772	8967157667726319644252493194180647242378
57017823038096	5701782303809656788311228930580914057261
informationa	informational
neckl	necklace
791840	7918402179762665648458026159140717347700
232527057	2325270572005303988289499034259566232975
palms	palms
175802822792721678427	1758028227927216784272064996695684090575
9415531513869887818372322	9415531513869887818372322713640117558813
categorize	categorize
00537	0053783046195406369718429161685827341222
56755572945859621820	5675557294585962182052650473353712351623
gregory	gregory
395267807354579700307051	3952678073545797003070511636825194877011
8906851867558685744344692137	8906851867558685744344692137920945906836
majo	majority
synonymou	synonymous
4461779564	4461779564375239174292850398702258373406
00533	0053358318052008291572290469636555317815
0414689481049167510352958972423818022881	0414689481049167510352958972423818022881
757843791790	7578437917900480884802302930439263092134
dub	dublin
3475499431	3475499431740580563099143218212547336281
22346578699972291792416156043557665183	2234657869997229179241615604355766518338
26754819935461181439133675797001	2675481993546118143913367579700141255870
baki	baking
duf	duffers
decentraliz	decentralized
382893	3828937321531281879754113921941560663162
9286308176631987048287388639069922461848	9286308176631987048287388639069922461848
bake	baker
8131609096	8131609096480280123449337242786693089482
231747620653772616371744536054972669060	2317476206537726163717445360549726690601
0585514447713386	0585514447713386823144995479293381312599
dun	dungeons
5755129889483479742332285450414052	5755129889483479742332285450414052735423
448346657220428806	4483466572204288067928061602988404340053
36026047890761945591820289365	3602604789076194559182028936577011641688
dur	durn
8758684250492690370934262028022399861	8758684250492690370934262028022399861803
01	0199373597603704672457378809679398944937
42700552744683591518403733093735	4270055274468359151840373309373580494342
empha	emphatically
psychological	psychological
duv	duvillard
05	0598267609442032619242853170187817729602
063860431988936249867649693592569592	0638604319889362498676496935925695921284
09	0998361649647757146385732473332266538945
friendships	friendships
trees	trees
9997495267988010745764665383	9997495267988010745764665383774004374636
2545432741934959955695902432790	2545432741934959955695902432790971743922
meaning	meanings
60113	6011346115980434147450705511490716640635
band	bandy
beneficent	beneficent
85006852620258	8500685262025843284208558233856693664984
12	12th
mali	malison
16	1699437393506966295712410273239138741754
5413826554338848	5413826554338848777885997206367966069232
shortcoming	shortcomings
367180	3671800538456378551291718484178415947974
salutati	salutations
61459	6145994638578378211017122446355845171941
973108740264753658	9731087402647536582575657351059978314264
40094928209438629946188347909	4009492820943862994618834790932894161098
discrepa	discrepancies
expia	expiation
669077311800121188	6690773118001211882997373198910060609668
empir	empiry
85406	8540671174444932479519572159419645863736
647291481745105388060109787505	6472914817451053880601097875059255371523
23174	2317476206537726163717445360549726690601
mala	malays
male	malevolent
291093993103	2910939931037734259105923032776526676418
23	23rd
5627827759878813649195125748332879377	5627827759878813649195125748332879377157
seizure	seizures
disseminat	disseminating
27	27th
7986739208038456	7986739208038456337233119838558626380085
warbled	warbled
89965893747728751	8996589374772875139337710556980245575743
05637720023	0563772002342781180262150269179040048800
8624279864114379284356	8624279864114379284356205759555001443080
7205935530520700706072	7205935530520700706072233999463990571311
8594250385840	8594250385840436599328165194149737728672
2323746733771	2323746733771474581625530698032499033676
9399269744676323921	9399269744676323921370773991899853301483
30	30th
34	3492748919713308782295112374663263563532
mank	mankind
stau	staunch
38	3898695076713447940748097845416328110406
mano	manorial
seeke	seekers
mehti	mehtinks
441633	4416337066573150237126843581984154103154
99042255680414631313092401010	9904225568041463131309240101049368241449
mans	mansion
265933912487885639504644196	2659339124878856395046441960224751860114
stay	stays
dedicate	dedicated
35128	3512829905040540533399257707132101150371
685508046571043123854	6855080465710431238548733516530705707845
seeki	seeking
630201441	6302014417879820221162484716574682911463
85424	8542441280599762850548891309833176188498
